,fpr,tpr,thresholds
0,0.0,0.0,1.9977451590821151
1,0.0,0.0020242914979757085,0.997745159082115
2,0.0,0.010121457489878543,0.995909322518855
3,0.001976284584980237,0.010121457489878543,0.9937564805150029
4,0.001976284584980237,0.016194331983805668,0.9916093186475341
5,0.003952569169960474,0.016194331983805668,0.991156378062442
6,0.003952569169960474,0.038461538461538464,0.9839459455106411
7,0.007905138339920948,0.038461538461538464,0.982678716769442
8,0.007905138339920948,0.04048582995951417,0.982523635961115
9,0.009881422924901186,0.04048582995951417,0.981028970796615
10,0.009881422924901186,0.0728744939271255,0.9658920608926559
11,0.011857707509881422,0.0728744939271255,0.965495311655104
12,0.011857707509881422,0.09109311740890688,0.951310817385092
13,0.01383399209486166,0.09109311740890688,0.950832561589777
14,0.01383399209486166,0.0931174089068826,0.9490586954634641
15,0.015810276679841896,0.0931174089068826,0.947342072380707
16,0.015810276679841896,0.09716599190283401,0.944187226705253
17,0.017786561264822136,0.09716599190283401,0.9430713150650258
18,0.017786561264822136,0.12753036437246965,0.9319513889495279
19,0.019762845849802372,0.12753036437246965,0.9312948395963759
20,0.019762845849802372,0.13157894736842105,0.9293830068781971
21,0.021739130434782608,0.13157894736842105,0.928703604266047
22,0.021739130434782608,0.1437246963562753,0.9216154429595921
23,0.023715415019762844,0.1437246963562753,0.921488850610331
24,0.023715415019762844,0.145748987854251,0.921286458382383
25,0.025691699604743084,0.145748987854251,0.9202500286046421
26,0.025691699604743084,0.15384615384615385,0.909809557488188
27,0.02766798418972332,0.15384615384615385,0.90844829310663
28,0.02766798418972332,0.15789473684210525,0.907728891586885
29,0.029644268774703556,0.15789473684210525,0.9053746743593359
30,0.029644268774703556,0.17813765182186234,0.8956464806105942
31,0.03162055335968379,0.17813765182186234,0.8953080198261891
32,0.03162055335968379,0.20647773279352227,0.8840731810778379
33,0.03557312252964427,0.20647773279352227,0.8811697287019341
34,0.03557312252964427,0.2165991902834008,0.878540561068803
35,0.039525691699604744,0.2165991902834008,0.877538464032114
36,0.039525691699604744,0.22469635627530365,0.873962532263249
37,0.043478260869565216,0.22469635627530365,0.8727506082504991
38,0.043478260869565216,0.25303643724696356,0.861526546999812
39,0.045454545454545456,0.25303643724696356,0.861147329444066
40,0.045454545454545456,0.2651821862348178,0.849466882180423
41,0.04940711462450593,0.2651821862348178,0.844126435928047
42,0.04940711462450593,0.2692307692307692,0.843162433011457
43,0.0533596837944664,0.2692307692307692,0.8425092434044928
44,0.0533596837944664,0.2732793522267207,0.8401155567262321
45,0.05533596837944664,0.2732793522267207,0.839560252381489
46,0.05533596837944664,0.29959514170040485,0.8326884401030842
47,0.05731225296442688,0.29959514170040485,0.8321373625658449
48,0.05731225296442688,0.3016194331983806,0.8308691256679591
49,0.05928853754940711,0.3016194331983806,0.8301273286342621
50,0.05928853754940711,0.30364372469635625,0.829836969031021
51,0.06126482213438735,0.30364372469635625,0.8286617461126301
52,0.06126482213438735,0.3097165991902834,0.8277339627966279
53,0.06324110671936758,0.3097165991902834,0.827387664932758
54,0.06324110671936758,0.3157894736842105,0.8221578213851899
55,0.06521739130434782,0.3157894736842105,0.8208504924550649
56,0.06521739130434782,0.3319838056680162,0.8134169161785391
57,0.06719367588932806,0.3319838056680162,0.812898185336962
58,0.06719367588932806,0.3623481781376518,0.7970223077572879
59,0.0691699604743083,0.3623481781376518,0.794721758225933
60,0.0691699604743083,0.3765182186234818,0.7879584461916239
61,0.07114624505928854,0.3765182186234818,0.78734267433174
62,0.07114624505928854,0.4048582995951417,0.767896598903462
63,0.07312252964426877,0.4048582995951417,0.767281585372984
64,0.07312252964426877,0.4352226720647773,0.752441007643938
65,0.07707509881422925,0.4352226720647773,0.7514707287773491
66,0.07707509881422925,0.4473684210526316,0.7430202786345029
67,0.07905138339920949,0.4473684210526316,0.741874976549298
68,0.07905138339920949,0.45546558704453444,0.740500106476247
69,0.08102766798418973,0.45546558704453444,0.740490611409768
70,0.08102766798418973,0.45951417004048584,0.7397372662089771
71,0.08300395256916997,0.45951417004048584,0.739010018762201
72,0.08300395256916997,0.4817813765182186,0.727949680993333
73,0.08498023715415019,0.4817813765182186,0.7264780730474741
74,0.08498023715415019,0.48380566801619435,0.7259584253188219
75,0.08695652173913043,0.48380566801619435,0.7254011570476
76,0.08695652173913043,0.4898785425101215,0.722995738498867
77,0.08893280632411067,0.4898785425101215,0.7228869735263291
78,0.08893280632411067,0.5121457489878543,0.713883234187961
79,0.09090909090909091,0.5121457489878543,0.7119769942946729
80,0.09090909090909091,0.5384615384615384,0.6981399736832831
81,0.09288537549407115,0.5384615384615384,0.695047602290288
82,0.09288537549407115,0.5425101214574899,0.693668870721012
83,0.09486166007905138,0.5425101214574899,0.6900464433711021
84,0.09486166007905138,0.5647773279352226,0.679696831619367
85,0.09683794466403162,0.5647773279352226,0.6795312745962291
86,0.09683794466403162,0.5668016194331984,0.676178167108446
87,0.09881422924901186,0.5668016194331984,0.671923673246056
88,0.09881422924901186,0.5748987854251012,0.670695880893618
89,0.1007905138339921,0.5748987854251012,0.6697288719005879
90,0.1007905138339921,0.5850202429149798,0.6631370827090001
91,0.10276679841897234,0.5850202429149798,0.6597398454323411
92,0.10276679841897234,0.5931174089068826,0.657867057481781
93,0.10474308300395258,0.5931174089068826,0.653213525190949
94,0.10474308300395258,0.597165991902834,0.652502363082021
95,0.1067193675889328,0.597165991902834,0.651511111995205
96,0.1067193675889328,0.5991902834008097,0.650719089899212
97,0.10869565217391304,0.5991902834008097,0.6500826654955739
98,0.10869565217391304,0.6234817813765182,0.631558389170095
99,0.11067193675889328,0.6234817813765182,0.631109020439908
100,0.11067193675889328,0.6255060728744939,0.6307629225775601
101,0.11264822134387352,0.6255060728744939,0.6296874824911359
102,0.11264822134387352,0.6396761133603239,0.6248524554539471
103,0.11462450592885376,0.6396761133603239,0.62403271230869
104,0.11462450592885376,0.645748987854251,0.6203309786505999
105,0.116600790513834,0.645748987854251,0.6195708846207709
106,0.116600790513834,0.6538461538461539,0.6145695354789499
107,0.11857707509881422,0.6538461538461539,0.613479543011636
108,0.11857707509881422,0.6639676113360324,0.6087002349086109
109,0.12055335968379446,0.6639676113360324,0.608663856284693
110,0.12055335968379446,0.6720647773279352,0.601040831301361
111,0.12450592885375494,0.6720647773279352,0.599292521364987
112,0.12450592885375494,0.6862348178137652,0.591063656844199
113,0.12648221343873517,0.6862348178137652,0.5894356484059239
114,0.12648221343873517,0.6983805668016194,0.5783275505527851
115,0.12845849802371542,0.6983805668016194,0.574998887255788
116,0.12845849802371542,0.7064777327935222,0.5677224295213821
117,0.13043478260869565,0.7064777327935222,0.5663324156776071
118,0.13043478260869565,0.7125506072874493,0.565618111053482
119,0.1324110671936759,0.7125506072874493,0.5649275907780981
120,0.1324110671936759,0.7307692307692307,0.556967256590724
121,0.13438735177865613,0.7307692307692307,0.556903995573521
122,0.13438735177865613,0.7672064777327935,0.538718204246834
123,0.13636363636363635,0.7672064777327935,0.53790143202059
124,0.13636363636363635,0.7773279352226721,0.5341433335561311
125,0.1383399209486166,0.7773279352226721,0.532611949136481
126,0.1383399209486166,0.7813765182186235,0.5304382210597399
127,0.14031620553359683,0.7813765182186235,0.529995987191796
128,0.14031620553359683,0.7834008097165992,0.528164664283395
129,0.1422924901185771,0.7834008097165992,0.5253640352748329
130,0.1422924901185771,0.7874493927125507,0.524638179456815
131,0.1442687747035573,0.7874493927125507,0.5224937703460449
132,0.1442687747035573,0.7935222672064778,0.520508131477982
133,0.14624505928853754,0.7935222672064778,0.519860405940562
134,0.14624505928853754,0.805668016194332,0.5132914788555349
135,0.15019762845849802,0.805668016194332,0.51202297816053
136,0.15019762845849802,0.8137651821862348,0.509789303177968
137,0.1541501976284585,0.8137651821862348,0.508993404684588
138,0.1541501976284585,0.8299595141700404,0.500312343472615
139,0.17391304347826086,0.8299595141700404,0.49240664415992796
140,0.17391304347826086,0.8319838056680162,0.491392724448815
141,0.1857707509881423,0.8319838056680162,0.48976635793224
142,0.1857707509881423,0.8340080971659919,0.489153434755281
143,0.18972332015810275,0.8340080971659919,0.485538781154901
144,0.18972332015810275,0.8360323886639676,0.48508451739326097
145,0.19367588932806323,0.8360323886639676,0.483728586928919
146,0.19367588932806323,0.840080971659919,0.482545954873785
147,0.20553359683794467,0.840080971659919,0.47943375143222494
148,0.20553359683794467,0.8421052631578947,0.479430093197152
149,0.22332015810276679,0.8421052631578947,0.475053075235337
150,0.22332015810276679,0.8441295546558705,0.474585192278028
151,0.22924901185770752,0.8441295546558705,0.472489788662642
152,0.22924901185770752,0.8461538461538461,0.47224626922979995
153,0.23122529644268774,0.8461538461538461,0.471436888445169
154,0.23122529644268774,0.8502024291497976,0.47038048598915294
155,0.25296442687747034,0.8502024291497976,0.459103665780276
156,0.25296442687747034,0.8522267206477733,0.458928903099149
157,0.2707509881422925,0.8522267206477733,0.44976734253577894
158,0.2707509881422925,0.854251012145749,0.44818248064257205
159,0.274703557312253,0.854251012145749,0.44342633103951795
160,0.274703557312253,0.8562753036437247,0.44218462216667803
161,0.2826086956521739,0.8562753036437247,0.43560358276590705
162,0.2826086956521739,0.8582995951417004,0.435087113175541
163,0.2924901185770751,0.8582995951417004,0.430973858339712
164,0.2924901185770751,0.8603238866396761,0.4296919957268979
165,0.31225296442687744,0.8603238866396761,0.42140250955708297
166,0.31225296442687744,0.8623481781376519,0.418389302445576
167,0.39920948616600793,0.8623481781376519,0.37674612086266296
168,0.39920948616600793,0.8643724696356275,0.376720491563901
169,0.40711462450592883,0.8643724696356275,0.36889058281667503
170,0.40711462450592883,0.8663967611336032,0.36688669282011704
171,0.41106719367588934,0.8663967611336032,0.364645583787933
172,0.41106719367588934,0.868421052631579,0.364557139808312
173,0.4189723320158103,0.868421052631579,0.35582822095602795
174,0.4189723320158103,0.8704453441295547,0.35571575094945707
175,0.4209486166007905,0.8704453441295547,0.355645296629518
176,0.4209486166007905,0.8724696356275303,0.355051955673844
177,0.4308300395256917,0.8724696356275303,0.34660249017178996
178,0.4308300395256917,0.8744939271255061,0.344714771490544
179,0.43478260869565216,0.8744939271255061,0.34395410935394505
180,0.43478260869565216,0.8765182186234818,0.343839587410912
181,0.46047430830039526,0.8765182186234818,0.330648232484236
182,0.46047430830039526,0.8785425101214575,0.33052153326571004
183,0.4683794466403162,0.8785425101214575,0.32397510181181105
184,0.4683794466403162,0.8825910931174089,0.32231072871945804
185,0.4762845849802372,0.8825910931174089,0.31823827768676
186,0.4762845849802372,0.8866396761133604,0.30849809991195803
187,0.4980237154150198,0.8866396761133604,0.295223235385492
188,0.4980237154150198,0.888663967611336,0.29494219738990096
189,0.5079051383399209,0.888663967611336,0.29006899963133004
190,0.5079051383399209,0.8906882591093117,0.28893137094564697
191,0.5138339920948617,0.8906882591093117,0.28815658763051
192,0.5138339920948617,0.8927125506072875,0.287322300253436
193,0.5158102766798419,0.8927125506072875,0.28701513097621506
194,0.5158102766798419,0.8967611336032388,0.285763570573181
195,0.5237154150197628,0.8967611336032388,0.28205329645425103
196,0.5237154150197628,0.8987854251012146,0.281394792487845
197,0.5335968379446641,0.8987854251012146,0.279062959598377
198,0.5335968379446641,0.9008097165991903,0.278657453833148
199,0.5355731225296443,0.9008097165991903,0.27854568953625897
200,0.5355731225296443,0.9048582995951417,0.27746546897105895
201,0.5395256916996047,0.9048582995951417,0.27680824487470096
202,0.5395256916996047,0.9068825910931174,0.276645612204447
203,0.5474308300395256,0.9068825910931174,0.27327352249994896
204,0.5474308300395256,0.9089068825910931,0.271471144165844
205,0.5553359683794467,0.9089068825910931,0.267894395627081
206,0.5553359683794467,0.9109311740890689,0.26729053654707996
207,0.5592885375494071,0.9109311740890689,0.267012862488627
208,0.5592885375494071,0.9129554655870445,0.266574846813455
209,0.5632411067193676,0.9129554655870445,0.262722481740639
210,0.5632411067193676,0.9149797570850202,0.261945541016757
211,0.5968379446640316,0.9149797570850202,0.247375715058297
212,0.5968379446640316,0.917004048582996,0.24711206858046397
213,0.5988142292490118,0.917004048582996,0.246529068564996
214,0.5988142292490118,0.9190283400809717,0.24552062037400899
215,0.6007905138339921,0.9190283400809717,0.245405968744308
216,0.6007905138339921,0.9210526315789473,0.24505892000161103
217,0.6067193675889329,0.9210526315789473,0.242195844883099
218,0.6067193675889329,0.9230769230769231,0.242002565879375
219,0.6086956521739131,0.9230769230769231,0.24079777020961
220,0.6086956521739131,0.9271255060728745,0.233067349065095
221,0.6126482213438735,0.9271255060728745,0.23164890613406897
222,0.6126482213438735,0.9291497975708503,0.22946072951890498
223,0.6264822134387352,0.9291497975708503,0.22121681808494
224,0.6264822134387352,0.9311740890688259,0.219865045277402
225,0.6284584980237155,0.9311740890688259,0.21873068413697197
226,0.6284584980237155,0.9331983805668016,0.218502438394353
227,0.6343873517786561,0.9331983805668016,0.21397498832084197
228,0.6343873517786561,0.9352226720647774,0.21144804498180703
229,0.642292490118577,0.9352226720647774,0.20355686894618
230,0.642292490118577,0.937246963562753,0.202742684399709
231,0.6719367588932806,0.937246963562753,0.18851453834213297
232,0.6719367588932806,0.9392712550607287,0.187605835264549
233,0.6798418972332015,0.9392712550607287,0.18699167110025897
234,0.6798418972332015,0.9412955465587044,0.18697030865587302
235,0.6877470355731226,0.9412955465587044,0.185143221635371
236,0.6877470355731226,0.9433198380566802,0.18473448324948497
237,0.7055335968379447,0.9433198380566802,0.1807235351298
238,0.7055335968379447,0.9453441295546559,0.18053769343532602
239,0.7114624505928854,0.9453441295546559,0.173828946659341
240,0.7114624505928854,0.9493927125506073,0.173074387945235
241,0.7154150197628458,0.9493927125506073,0.17174807679839402
242,0.7154150197628458,0.951417004048583,0.171290785074234
243,0.7272727272727273,0.951417004048583,0.168137522181496
244,0.7272727272727273,0.9534412955465587,0.165959773818031
245,0.733201581027668,0.9534412955465587,0.16509813535958498
246,0.733201581027668,0.9554655870445344,0.16425348259508601
247,0.7351778656126482,0.9554655870445344,0.16409538150765
248,0.7351778656126482,0.9574898785425101,0.162883419077843
249,0.7391304347826086,0.9574898785425101,0.162160797510296
250,0.7391304347826086,0.9615384615384616,0.160823707934469
251,0.7450592885375494,0.9615384615384616,0.158710520016029
252,0.7450592885375494,0.9635627530364372,0.15838761092163597
253,0.7509881422924901,0.9635627530364372,0.153892108472064
254,0.7509881422924901,0.9655870445344129,0.15058043482713399
255,0.7707509881422925,0.9655870445344129,0.13981431117281304
256,0.7707509881422925,0.9676113360323887,0.139782476937398
257,0.782608695652174,0.9676113360323887,0.134551619179547
258,0.782608695652174,0.9696356275303644,0.132599441334605
259,0.808300395256917,0.9696356275303644,0.119641029741615
260,0.808300395256917,0.97165991902834,0.119574709562585
261,0.8359683794466403,0.97165991902834,0.107161898398772
262,0.8359683794466403,0.9757085020242915,0.105249125743285
263,0.841897233201581,0.9757085020242915,0.0963015416637063
264,0.841897233201581,0.9777327935222672,0.0958756823092699
265,0.8596837944664032,0.9777327935222672,0.08741145906969901
266,0.8596837944664032,0.979757085020243,0.0868876818567514
267,0.9229249011857708,0.979757085020243,0.056259183678776
268,0.9229249011857708,0.9817813765182186,0.0559851329308003
269,0.9545454545454546,0.9817813765182186,0.0343553072307259
270,0.9545454545454546,0.9838056680161943,0.0339029857423156
271,0.9565217391304348,0.9838056680161943,0.0337103474885225
272,0.9565217391304348,0.9858299595141701,0.0329588542226702
273,0.974308300395257,0.9858299595141701,0.0238908622413874
274,0.974308300395257,0.9878542510121457,0.0233894102275372
275,0.9782608695652174,0.9878542510121457,0.0188126803841442
276,0.9782608695652174,0.9919028340080972,0.0168351894244552
277,0.9822134387351779,0.9919028340080972,0.0148839706089348
278,0.9822134387351779,0.9959514170040485,0.0143395143095404
279,0.9841897233201581,0.9959514170040485,0.0138524232897907
280,0.9841897233201581,0.9979757085020243,0.0121425066608936
281,1.0,0.9979757085020243,0.00364641193300486
282,1.0,1.0,0.0026053213514387603
